;;;;;;;;;;;;;;;;;;;;;;;Chambre 3;;Chambre 2;;Chambre 1;
START DATE;2023-10-25 12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
END DATE;2023-10-25 14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERVAL;10s;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;DATE;BU12;Text;T1;T2;L3;T3;T4;T5;L2;T6;T7;T8;L1;T9;T10;T11;BU11;T12;T13;V3 (in 3);V6 (out 3);V2 (in 2);V5 (out 2);V1 (in L1);V4 (out 1)
;;;;m3/h;;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m3/h;C;C;1/0;1/0;1/0;1/0;1/0;1/0
;;;25-oct-23 13:57:20; 20,00  ; 11,74  ; 414,39  ; 154,61  ; 185,00  ; 523,45  ; 634,00  ; 740,58  ; 175,00  ; 449,65  ; 510,38  ; 602,31  ; 167,00  ; 382,25  ; 523,00  ; 622,00  ; 25,40  ; 809,15  ; 212,05  ;0;1;1;0;0;0
;;;25-oct-23 13:57:30; 20,00  ; 11,74  ; 413,75  ; 154,69  ; 185,00  ; 524,02  ; 635,00  ; 741,32  ; 175,00  ; 450,22  ; 510,69  ; 602,91  ; 167,00  ; 381,68  ; 523,00  ; 621,00  ; 25,85  ; 809,72  ; 212,03  ;0;1;1;0;0;0
;;;25-oct-23 13:57:40; 20,00  ; 11,74  ; 412,93  ; 154,61  ; 185,00  ; 524,87  ; 635,00  ; 742,16  ; 176,00  ; 450,34  ; 510,31  ; 603,19  ; 167,00  ; 381,03  ; 522,00  ; 620,00  ; 26,70  ; 810,47  ; 212,19  ;0;1;1;0;0;0
;;;25-oct-23 13:57:50; 20,00  ; 11,74  ; 412,10  ; 154,72  ; 185,00  ; 526,00  ; 636,00  ; 743,00  ; 176,00  ; 450,45  ; 509,75  ; 603,37  ; 167,00  ; 380,62  ; 521,00  ; 620,00  ; 26,70  ; 811,56  ; 212,40  ;0;1;1;0;0;0
;;;25-oct-23 13:58:00; 20,00  ; 11,74  ; 411,48  ; 154,73  ; 185,00  ; 527,23  ; 638,00  ; 743,95  ; 176,00  ; 450,28  ; 508,97  ; 603,14  ; 167,00  ; 380,09  ; 521,00  ; 619,00  ; 27,88  ; 812,63  ; 212,65  ;0;1;1;0;0;0
;;;25-oct-23 13:58:10; 20,00  ; 11,74  ; 410,92  ; 154,62  ; 185,00  ; 528,63  ; 639,00  ; 745,35  ; 176,00  ; 449,92  ; 508,05  ; 602,81  ; 167,00  ; 379,62  ; 520,00  ; 619,00  ; 26,70  ; 813,83  ; 212,98  ;0;1;1;0;0;0
;;;25-oct-23 13:58:20; 20,00  ; 11,74  ; 410,41  ; 154,59  ; 186,00  ; 529,99  ; 641,00  ; 746,49  ; 176,00  ; 449,45  ; 507,06  ; 602,16  ; 167,00  ; 378,95  ; 520,00  ; 618,00  ; 26,60  ; 815,04  ; 213,55  ;0;1;1;0;0;0
;;;25-oct-23 13:58:30; 20,00  ; 11,74  ; 409,78  ; 154,74  ; 186,00  ; 531,54  ; 642,00  ; 748,07  ; 176,00  ; 448,66  ; 505,78  ; 601,56  ; 166,00  ; 378,68  ; 519,00  ; 617,00  ; 26,27  ; 816,12  ; 214,04  ;0;1;1;0;0;0
;;;25-oct-23 13:58:40; 20,16  ; 11,74  ; 409,31  ; 154,71  ; 187,00  ; 533,07  ; 644,00  ; 749,38  ; 176,00  ; 447,72  ; 504,63  ; 600,71  ; 166,00  ; 378,21  ; 518,00  ; 617,00  ; 26,10  ; 817,18  ; 214,78  ;0;1;1;0;0;0
;;;25-oct-23 13:58:50; 21,20  ; 11,74  ; 409,04  ; 154,64  ; 188,00  ; 534,72  ; 645,00  ; 750,88  ; 176,00  ; 446,68  ; 503,02  ; 599,78  ; 166,00  ; 377,83  ; 518,00  ; 616,00  ; 25,80  ; 818,06  ; 215,52  ;0;1;1;0;0;0
;;;25-oct-23 13:59:00; 21,20  ; 11,74  ; 409,16  ; 154,61  ; 188,00  ; 536,52  ; 648,00  ; 752,12  ; 176,00  ; 445,57  ; 501,64  ; 598,85  ; 166,00  ; 377,37  ; 518,00  ; 616,00  ; 27,00  ; 818,89  ; 216,46  ;0;0;1;0;0;1
;;;25-oct-23 13:59:10; 21,20  ; 11,74  ; 409,59  ; 154,67  ; 189,00  ; 537,96  ; 648,00  ; 752,89  ; 176,00  ; 444,31  ; 499,93  ; 597,72  ; 166,00  ; 377,23  ; 518,00  ; 616,00  ; 26,40  ; 819,51  ; 217,29  ;0;0;1;0;0;1
;;;25-oct-23 13:59:20; 21,12  ; 11,74  ; 410,08  ; 154,62  ; 189,00  ; 538,98  ; 649,00  ; 753,36  ; 176,00  ; 443,08  ; 498,52  ; 596,82  ; 166,00  ; 377,33  ; 518,00  ; 616,00  ; 26,40  ; 819,83  ; 217,96  ;1;0;0;0;0;1
;;;25-oct-23 13:59:30; 20,99  ; 11,74  ; 410,65  ; 154,71  ; 190,00  ; 539,53  ; 650,00  ; 753,47  ; 175,00  ; 441,97  ; 497,57  ; 596,15  ; 166,00  ; 377,65  ; 519,00  ; 616,00  ; 23,60  ; 820,03  ; 218,23  ;1;0;0;0;0;1
;;;25-oct-23 13:59:40; 20,85  ; 11,74  ; 411,29  ; 154,69  ; 190,00  ; 539,71  ; 649,00  ; 753,34  ; 175,00  ; 441,21  ; 496,91  ; 595,51  ; 166,00  ; 377,99  ; 520,00  ; 616,00  ; 22,70  ; 820,29  ; 218,22  ;1;0;0;0;0;1
;;;25-oct-23 13:59:50; 20,20  ; 11,74  ; 411,66  ; 154,79  ; 191,00  ; 539,58  ; 649,00  ; 753,26  ; 175,00  ; 440,34  ; 496,18  ; 594,88  ; 166,00  ; 378,46  ; 521,00  ; 616,00  ; 20,50  ; 820,52  ; 218,41  ;1;0;0;0;0;1
;;;25-oct-23 14:00:00; 20,19  ; 11,74  ; 411,63  ; 154,87  ; 191,00  ; 539,27  ; 648,00  ; 752,85  ; 175,00  ; 439,47  ; 495,67  ; 594,39  ; 166,00  ; 379,03  ; 522,00  ; 617,00  ; 19,47  ; 820,64  ; 218,47  ;1;0;0;0;0;1
